id,x0,x1,x2,fitness7.5,fitness7,fitness8,fitness6,fitness8.5,fitness6.5,fitness9,fitness5,fitness4.5,fitness4,fitness3.5,fitness9.5,fitness10,fitness5.5,fitness2.5,fitness10.5,fitness2
117974,8.99298,6.38,8.40719,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118059,8.2473,5.24676,7.44761,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118282,8.09485,6.1488,7.03617,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118534,7.59245,6.67824,8.09314,NA,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118661,7.64202,7.08689,7.85957,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118822,7.50167,7.04039,8.9883,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119111,8.17294,7.73824,8.5405,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119354,7.20176,7.63854,8.87922,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119567,7.7773,7.78722,8.9946,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119701,7.53678,7.10526,8.3824,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119960,8.05435,7.3348,6.78326,NA,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120116,9.22469,7.78795,5.97408,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120240,8.71521,7.46106,7.5522,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120442,8.299,8.08498,8.28361,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120727,8.2468,7.61575,7.23247,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120967,7.32,8.11453,7.41989,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121197,7.67788,7.59313,7.65627,NA,NA,0.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121244,7.41592,7.50808,7.92873,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121585,7.6905,7.64982,8.42328,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121671,8.3493,7.34,7.78079,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121816,8.20743,8.78156,8.28714,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122127,8.40659,8.077,7.65814,NA,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122356,8.42105,7.80207,7.72458,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122458,8.65408,7.18946,8.31265,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122618,7.56029,5.29975,8.07397,NA,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122802,9.04739,7.16855,7.26352,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123110,8.82439,7.39704,7.29987,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123249,7.83789,7.43749,7.65275,NA,NA,NA,NA,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123598,8.32542,8.80683,8.29513,NA,NA,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123778,7.14782,7.06258,6.794,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123973,7.20874,7.03588,7.02268,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124167,7.9004,7.16799,7.77899,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124306,7.36749,6.46984,8.63035,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124488,8.60534,7.12902,7.13852,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124750,10.2253,7.26855,7.61999,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124939,10.5,8.24194,7.53692,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125135,10.5,7.36034,8.30021,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125327,8.51938,8.47521,8.87082,NA,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125533,7.72747,8.55029,7.91324,NA,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125725,9.47958,7.90622,6.75102,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125934,7.82763,6.31338,7.46639,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126109,6.74703,8.23166,6.58144,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126355,8.73144,6.69552,7.35361,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126521,9.43643,7.51605,7.71829,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126792,7.84472,7.46443,7.38402,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126903,7.86223,8.98124,7.43324,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127138,7.77402,7.87621,7.1827,NA,NA,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127283,8.05528,8.97973,7.90735,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127490,7.13352,9.49801,7.97289,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127727,9.12498,9.31504,7.76956,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127971,8.89192,8.01846,6.67764,NA,NA,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128175,8.05958,7.87443,4.10758,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128258,8.43768,8.22761,6.84188,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128495,8.17292,8.10742,6.72579,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128759,8.22716,6.50064,7.57177,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128935,7.52892,6.67211,7.4511,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129084,7.27306,6.46342,7.58498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162,NA,NA,NA
129337,7.43917,7.09024,6.80833,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129574,7.91227,7.55416,6.98329,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129673,8.01876,8.49824,7.60399,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129867,7.10131,7.91809,7.6395,NA,NA,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130022,6.90102,8.19915,7.3773,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130270,7.67599,7.70983,8.56436,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130498,7.54981,7.71216,7.61109,NA,NA,NA,NA,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130753,7.24319,7.53006,7.69169,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130901,8.94312,7.48048,8.2739,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131037,8.48006,8.62199,7.56075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA
131308,7.7019,8.90454,6.9685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213,NA,NA,NA,NA
131495,8.5072,8.82994,7.44064,NA,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131717,7.82297,8.47277,7.17101,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131899,7.65808,7.57744,7.19468,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132170,7.84315,8.93222,8.12725,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132204,8.57781,7.68777,7.74171,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132586,6.99684,7.36185,8.21491,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132701,7.51389,7.16032,8.48303,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132945,7.94756,7.89182,7.39934,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133001,7.67987,6.82562,7.76624,NA,NA,NA,NA,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133206,7.13592,7.29769,8.86884,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133434,7.41612,7.30437,7.80935,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133669,8.48812,7.64997,6.74708,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133997,7.78183,8.62844,8.3386,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134099,8.50929,8.20113,8.08946,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134208,9.11008,8.14024,8.21109,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134579,8.24816,7.48227,8.10797,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134656,8.86776,8.64241,7.31011,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134876,8.44389,7.1344,8.07657,NA,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135083,7.77435,7.5244,8.73493,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135231,7.98256,7.43048,10.2832,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135423,8.02495,7.60127,10.4505,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135693,8.09697,8.72351,10.2096,NA,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136000,7.50103,7.33827,9.49283,NA,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136044,7.98777,6.96777,9.2028,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136358,8.27743,7.78067,7.37775,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136434,8.38532,8.81209,7.56566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268,NA,NA,NA
136704,7.63021,8.45385,7.94891,NA,NA,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136914,7.51264,7.58385,7.74074,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137038,6.06334,7.89307,7.47888,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137324,3.20361,8.70403,8.02181,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137414,3.80704,7.81662,7.56306,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137740,2.05431,9.39981,7.69348,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137805,2.09975,8.69729,7.64053,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138012,2.22831,8.42505,8.13357,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138254,3.50878,7.6852,7.03579,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138573,2.0778,7.65062,7.34086,NA,NA,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138634,1.08825,7.7911,8.11061,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138971,0.941119,8.01405,9.35032,NA,NA,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139102,1.06131,8.30543,9.20803,NA,NA,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139233,1.20424,7.11528,9.2651,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139501,4.04676,8.06975,7.99666,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139800,2.72981,8.24867,8.93189,NA,NA,NA,NA,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139813,3.76687,7.68618,7.69985,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140159,3.89199,8.48736,7.7093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA
140388,6.20676,8.1569,7.91289,NA,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140581,6.19241,9.42811,7.11451,NA,NA,NA,NA,NA,-0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140800,6.83388,9.04142,8.0961,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140993,6.73692,8.96804,7.63502,NA,NA,NA,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141161,7.1811,8.4677,7.67347,NA,NA,NA,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA
141373,7.89229,9.28863,7.28886,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA
141537,7.99352,8.24916,7.94676,NA,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA
141695,7.58081,8.58498,8.55493,NA,NA,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
141891,7.64975,8.40519,7.86545,NA,NA,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA
142101,7.1199,7.25277,7.67125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA
142361,7.62428,8.61987,7.71831,NA,NA,NA,NA,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA
142514,6.73023,7.22829,8.06748,NA,NA,NA,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142679,7.97557,7.57979,7.417,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142976,8.06168,7.534,7.80544,NA,0.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143057,7.56204,8.01164,7.91801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,NA,NA,NA
143393,7.77858,8.85831,7.08194,NA,NA,NA,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143455,9.37804,9.33305,8.21256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,NA,NA,NA,NA,NA,NA
143699,8.12842,10.4594,7.51386,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA
143914,7.1094,9.02002,7.67996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA
144073,7.7879,8.55851,6.95995,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA
144233,8.22402,7.4237,7.86049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA
144586,7.77905,8.08541,6.37939,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA
144739,8.32011,7.85128,6.65156,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA
144874,7.48598,7.21565,8.10148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA
145091,7.34918,7.17771,8.11566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832,NA,NA
145282,7.43666,6.5761,8.08756,NA,NA,NA,NA,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA
145406,7.51685,8.83673,8.46137,NA,NA,NA,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
145731,6.90488,7.76214,8.09209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA
145915,6.90973,8.17223,7.372,NA,NA,NA,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA
146157,8.27286,6.96892,7.34391,NA,NA,NA,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA,NA,NA,NA,NA
146242,8.76808,8.18362,7.63041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531,NA,NA
146416,9.02584,7.94428,7.14738,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA
146679,7.28907,7.75536,7.69864,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA,NA
146925,7.86906,7.22871,9.18731,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA
147058,6.44744,9.14777,7.45761,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147284,4.34732,8.63719,7.10198,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147410,4.94996,8.73969,9.05705,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147613,4.70022,8.38649,7.34438,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147869,4.67556,8.00963,7.07223,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148072,4.0666,8.10116,6.43218,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148285,3.56817,7.6008,8.29035,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148481,3.56428,7.53229,7.16625,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148672,3.7914,7.51077,7.08917,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148834,5.17807,7.01079,6.98947,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149024,4.32733,7.72531,6.26675,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149299,6.5797,7.89912,6.9927,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149538,6.59047,8.31846,8.17813,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149608,6.96387,8.03243,7.09535,NA,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149870,7.67954,7.98648,6.96398,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150156,7.33534,7.13937,6.50205,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150243,7.8373,6.179,7.63716,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150573,6.99319,6.37272,7.46455,NA,NA,NA,NA,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150780,8.23775,7.07199,7.47588,NA,NA,NA,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150860,7.7808,8.68313,6.39326,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151153,8.95898,7.95293,8.35976,NA,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151381,7.89732,7.61889,8.27567,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151401,7.75235,7.01048,8.72396,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151765,8.61097,7.07036,8.19375,NA,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151832,9.10329,7.64186,8.13572,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152084,7.4632,6.34961,6.94919,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152385,7.54348,7.77052,7.01991,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152543,8.49403,8.52892,6.03612,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152729,8.29544,7.27074,7.87823,NA,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152961,8.5441,7.57523,7.74397,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153190,8.25735,7.65058,7.31452,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153303,7.16373,8.5383,7.10304,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153558,6.9816,8.22797,7.49755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423,NA,NA,NA,NA,NA
153797,8.27722,6.70411,8.13454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA
153878,7.70235,8.21953,8.23095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,NA,NA,NA,NA,NA
154107,7.11733,8.71248,7.63638,NA,NA,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154287,7.29454,7.5255,7.69201,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154528,8.14399,8.52537,7.30965,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154650,7.65552,9.76443,7.99509,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154996,7.80569,8.3884,7.16549,NA,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155007,8.47948,8.94453,8.81113,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155386,8.1341,8.01598,8.84152,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155478,8.36935,7.59278,9.62382,NA,NA,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155617,6.96988,8.00458,8.93551,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155933,8.21506,7.84902,7.69326,0.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156001,7.41262,7.20099,7.56091,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156343,7.52014,7.14712,7.85907,0.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156421,7.6498,7.94492,8.59866,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156622,8.73816,7.93825,8.30683,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156932,6.72337,7.64053,7.63674,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157197,8.20276,7.15851,8.01284,NA,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157360,7.9162,9.02471,8.69207,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
