id,x0,x1,x2,fitness5,fitness4,fitness3.5,fitness4.5,fitness6,fitness7,fitness7.5,fitness10,fitness9,fitness10.5,fitness8.5,fitness8,fitness6.5,fitness9.5,fitness3,fitness2.5,fitness5.5,fitness2
188351,7.99254,9.66164,7.29162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA
188504,7.65468,9.70211,7.01767,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188734,4.20955,7.60158,7.29589,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188971,3.01769,6.8663,8.38391,NA,NA,NA,NA,-0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189154,3.9751,8.14127,8.06617,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189201,2.80369,7.49688,7.81649,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189528,2.83009,7.30064,7.45246,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189608,2.6614,7.91523,8.76585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA
189929,3.47485,7.50551,8.27463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA
190088,3.9406,7.44264,7.3424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA
190316,2.85332,7.0459,7.56721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA
190446,1.65916,8.06055,6.64967,NA,NA,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA
190636,1.29742,8.31169,7.54989,NA,NA,NA,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
190872,0.662874,7.9477,7.45442,NA,NA,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191081,0.96332,7.879,7.08817,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191284,1.75365,7.52807,7.29911,NA,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191584,1.61293,7.72784,8.63806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,NA,NA,NA,NA,NA,NA
191774,2.84926,8.18445,9.11677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207,NA,NA,NA,NA,NA,NA
191873,3.03353,8.50572,9.3271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA
192003,2.45145,8.4338,8.45158,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192356,2.88858,8.52063,9.65115,NA,NA,NA,NA,NA,NA,NA,NA,-0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
192525,2.72313,7.73013,9.34268,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA
192663,3.69212,7.41108,10.1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,NA,NA,NA
192937,2.92515,8.26309,8.20026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006,NA,NA,NA,NA
193092,2.65908,7.10011,7.26691,NA,NA,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193312,2.33147,7.15682,7.21939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837,NA,NA,NA,NA,NA,NA
193568,4.04595,8.41915,6.87018,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
193789,1.39277,7.56584,7.69569,NA,NA,NA,NA,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193880,0.5,7.61988,7.81458,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA,NA,NA,NA
194121,0.5,8.30582,7.77946,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA
194250,1.12501,7.91256,7.10144,NA,NA,NA,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194477,2.9563,8.88674,6.98623,NA,NA,NA,NA,NA,NA,NA,NA,-0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
194648,4.39606,8.03823,5.56968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA
194878,4.09355,8.12944,6.2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA
195035,5.1854,8.40675,6.2996,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195392,6.56874,7.91691,7.57969,NA,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195472,7.27305,6.55693,7.40794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA
195659,7.51192,7.43071,7.46697,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195801,6.82572,6.58115,5.75135,NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196140,6.37417,6.79507,6.79421,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196354,7.76927,6.52605,6.72871,NA,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196418,7.67403,6.12251,6.47263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196610,7.70382,7.88185,7.72851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514,NA
196823,6.8006,6.62678,9.16217,NA,NA,NA,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197152,8.08428,6.03128,8.53354,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197245,7.53223,4.24473,9.06751,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197535,7.92137,6.08246,10.2406,NA,NA,NA,-0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197696,6.74399,6.52047,9.15754,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197973,7.54742,6.46915,8.986,NA,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198007,6.88615,7.1951,8.53051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206,NA,NA,NA
198328,7.34427,7.6932,9.37021,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198468,5.46647,6.85681,9.03241,-0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198626,3.4888,7.20769,8.25064,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198877,3.75612,7.16599,7.75273,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199157,3.11723,8.17621,7.75205,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199328,4.42,6.96394,7.88025,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199459,4.72347,7.42227,8.36489,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199642,5.42411,8.28746,6.30858,NA,NA,NA,-0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200000,6.1888,7.79898,7.53836,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
